Merchant Number - Business Name,Transaction Date,Terminal ID,System Batch Number,Device Batch Number,Request Amount,Settle Amount,Card Number,Card Product,Ext Card Type,Auth Code,System Trace Audit Number,Retrieval Reference,Message Type,Transaction Type,Extended Transaction Type,Transaction Paid,Pos Entry Mode,Device Serial,store,Batch Screening Status,Transaction Screening Status,Date Payment Extract,UTI,Online Reference Number,Issuing Bank,BIN,Processing,Product Type,Decline Reason
M032 - Merchant Flint Furniture,2025-06-08T08:21:35,TID9402,90295,2549,268.5,268.5,506771******0672,Mastercard,Prepaid,283649.0,101874,546442069833,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0032,Store A,Pass,Pass,2025-06-09,UTI-37195EED6826,ONR-486E5DF84C,ABSA,506771,Online,Prepaid,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-16T08:44:35,TID8420,21705,5631,215.07,215.07,535768******2189,Mastercard,Debit,928086.0,101875,383690934638,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0032,Store F,Pass,Pass,2025-06-18,UTI-041844CC2575,ONR-9CFA9D068E,African Bank,535768,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-01T11:46:35,TID7111,23903,8673,579.39,579.39,537191******6372,Mastercard,Debit,918058.0,101876,223947441858,Financial,Purchase,Chip,Yes,Keyed,DS-0032,Store C,Pass,Pass,2025-07-02,UTI-C95A3B77ABAC,ONR-5FE990D088,ABSA,537191,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-22T17:59:35,TID8526,71553,2357,438.11,438.11,577869******8189,Mastercard,Debit,368891.0,101877,600017259121,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0032,Store C,Pass,Pass,2025-07-22,UTI-DA36F267F399,ONR-50BFC75815,Standard Bank,577869,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-06T02:09:35,TID8040,29525,3764,431.78,0.0,516174******8760,Mastercard,Credit,,101878,310502746783,Financial,Purchase,Chip,No,Keyed,DS-0032,Store H,Pass,Pass,,UTI-DF0C4AF1A27F,ONR-8AB3B8AFE0,Capitec,516174,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-18T07:03:35,TID2867,30972,1428,150.2,150.2,424908******0331,Visa,Credit,314287.0,101879,927449887552,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0032,Store F,Pass,Pass,2025-06-19,UTI-6B17BD2FB40A,ONR-72C5539A9C,Capitec,424908,Offline,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-29T05:25:35,TID9308,18287,6675,302.54,302.54,474050******8437,Visa,Debit,864123.0,101880,658057184009,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store F,Pass,Pass,2025-05-30,UTI-39FC3B216219,ONR-1FAFB9806A,FNB,474050,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-02T16:42:35,TID9377,45319,6871,5.0,5.0,430347******4702,Visa,Debit,813702.0,101881,533979982265,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0032,Store C,Pass,Pass,2025-06-04,UTI-64A11732E781,ONR-92A29DA09E,Nedbank,430347,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-11T11:09:35,TID8940,83675,9386,442.77,442.77,500077******8918,Mastercard,Debit,420439.0,101882,115467332853,Financial,Purchase,Contactless,Yes,Contactless,DS-0032,Store J,Pass,Pass,2025-06-13,UTI-0684D0E50EF8,ONR-5D6C788176,TymeBank,500077,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-16T15:59:35,TID4033,78759,1925,70.46,0.0,556547******3819,Mastercard,Credit,,101883,277189696515,Financial,Purchase,Ecommerce,No,Contactless,DS-0032,Store E,Pass,Pass,,UTI-CAA02E183AA3,ONR-F6B3C0A396,TymeBank,556547,Offline,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-04T11:02:35,TID5686,20196,7421,543.1,543.1,535390******3325,Mastercard,Credit,900874.0,101884,767095457915,Financial,Purchase,Swipe,Yes,Contactless,DS-0032,Store C,Pass,Pass,2025-06-04,UTI-6188658F1294,ONR-9BFEEA1E3B,FNB,535390,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-27T17:09:35,TID6316,84497,9630,1077.66,1077.66,446043******9325,Visa,Credit,544286.0,101885,522782439075,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0032,Store I,Pass,Pass,2025-06-27,UTI-A985AB7A8550,ONR-1393E519B3,Nedbank,446043,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-25T19:42:35,TID8344,21590,6076,492.93,492.93,440686******0436,Visa,Credit,756529.0,101886,874970216636,Financial,Purchase,Swipe,Yes,Swipe,DS-0032,Store B,Pass,Pass,2025-05-27,UTI-2E773E303022,ONR-0C70C94430,Standard Bank,440686,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-24T22:28:35,TID8188,75970,5351,591.41,591.41,444171******7036,Visa,Credit,205341.0,101887,795485655854,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0032,Store H,Pass,Pass,2025-06-26,UTI-00DEB1BD9105,ONR-22D543E8AD,Standard Bank,444171,3DS,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-08T22:14:35,TID4844,46888,7526,291.84,291.84,453374******4266,Visa,Unknown,369420.0,101888,276701381241,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store A,Pass,Pass,2025-07-09,UTI-5E730BBBEEEB,ONR-9DF6E79527,Capitec,453374,Online,Unknown,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-10T18:15:35,TID3179,71984,7233,197.8,197.8,544807******5584,Mastercard,Credit,347064.0,101889,993848305258,Financial,Purchase,Swipe,Yes,Contactless,DS-0032,Store G,Pass,Pass,2025-06-11,UTI-242BBE332232,ONR-5214282CA8,TymeBank,544807,Offline,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-01T04:49:35,TID4670,78779,2119,407.58,407.58,569837******0109,Mastercard,Debit,519933.0,101890,729672249524,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0032,Store H,Pass,Pass,2025-06-01,UTI-39657BC98687,ONR-36C5D125E7,TymeBank,569837,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-19T02:36:35,TID9892,40645,2788,769.08,0.0,516873******9118,Mastercard,Debit,,101891,772257489697,Financial,Purchase,Swipe,No,Chip+PIN,DS-0032,Store D,Fail,Pass,,UTI-08DC12D8C291,ONR-010CDF0D79,FNB,516873,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-16T10:50:35,TID6864,38863,8401,611.09,0.0,581569******2940,Mastercard,Credit,,101892,245987444902,Financial,Purchase,Chip,No,Ecommerce,DS-0032,Store G,Pass,Pass,,UTI-9AE0649F8045,ONR-CBD78005A3,Capitec,581569,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-10T18:10:35,TID8240,22902,8612,450.61,450.61,540254******2141,Mastercard,Credit,148976.0,101893,463841250663,Financial,Purchase,Chip,Yes,Contactless,DS-0032,Store B,Pass,Pass,2025-06-10,UTI-72B44FC5E859,ONR-353BFD3C03,Nedbank,540254,Offline,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-07T13:00:35,TID6867,61873,4057,5.0,5.0,583021******0905,Mastercard,Debit,757706.0,101894,992699268312,Financial,Purchase,Contactless,Yes,Contactless,DS-0032,Store H,Pass,Pass,2025-08-07,UTI-9CB8463115D8,ONR-B43A467205,FNB,583021,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-10T01:54:35,TID9842,36271,1294,368.82,368.82,581721******5282,Mastercard,Debit,364216.0,101895,708197204753,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store F,Pass,Pass,2025-06-12,UTI-00405AC74658,ONR-4AF57F30D1,TymeBank,581721,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-20T12:46:35,TID5005,45497,7660,246.12,246.12,562338******4646,Mastercard,Debit,413721.0,101896,174568800667,Financial,Purchase,Contactless,Yes,Ecommerce,DS-0032,Store H,Pass,Pass,2025-05-22,UTI-7AF7657DF698,ONR-83032DF4E7,FNB,562338,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-09T22:41:35,TID4553,75373,4550,71.19,71.19,520277******1228,Mastercard,Debit,808322.0,101897,369200226516,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store H,Pass,Pass,2025-07-10,UTI-B7EF92F7FED2,ONR-A911227FBC,ABSA,520277,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-08T11:10:35,TID6125,58934,1775,231.54,231.54,305108******5287,Diners,Debit,876083.0,101898,244633607423,Financial,Purchase,Swipe,Yes,Swipe,DS-0032,Store D,Pass,Pass,2025-08-10,UTI-0411A3362DC9,ONR-6D04EC6E4B,African Bank,305108,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-25T16:13:35,TID9730,19814,7710,425.09,425.09,538554******2285,Mastercard,Debit,849123.0,101899,977343767320,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0032,Store E,Pass,Pass,2025-05-26,UTI-1D7F798D7D84,ONR-D182949F20,Nedbank,538554,3DS,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-19T05:39:35,TID8622,49337,9938,855.01,855.01,481223******9549,Visa,Debit,999362.0,101900,246019887433,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store G,Pass,Pass,2025-05-19,UTI-73873E2796DA,ONR-269EEED47B,Nedbank,481223,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-23T19:30:35,TID1054,24197,9584,378.7,378.7,516347******1552,Mastercard,Debit,674214.0,101901,245643047024,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store A,Pass,Pass,2025-07-23,UTI-837BE041468D,ONR-CF3002C77B,Nedbank,516347,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-13T20:56:35,TID3472,40187,5596,90.06,90.06,506368******5785,Mastercard,Debit,120135.0,101902,457385419982,Financial,Purchase,Contactless,Yes,Contactless,DS-0032,Store C,Pass,Pass,2025-08-14,UTI-1ED66C97B05E,ONR-3EFF245001,Standard Bank,506368,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-17T11:43:35,TID8735,12825,5479,174.74,174.74,422817******2922,Visa,Credit,295685.0,101903,522839767223,Financial,Purchase,Chip,Yes,Contactless,DS-0032,Store H,Pass,Pass,2025-05-19,UTI-90AAB7211442,ONR-1BDFFC4B25,Capitec,422817,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-21T23:18:35,TID7554,47429,1608,95.89,-95.89,434102******8680,Visa,Credit,904607.0,101904,898925672654,Financial,Refund,Chip,Yes,Keyed,DS-0032,Store F,Pass,Pass,2025-06-21,UTI-11B44382E821,ONR-2A5C53F15D,Nedbank,434102,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-02T23:20:35,TID1043,72058,2858,875.44,875.44,461219******6227,Visa,Credit,174061.0,101905,268395259302,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store E,Pass,Fail,2025-06-03,UTI-B9342D1D9DF3,ONR-5FC743EC7B,TymeBank,461219,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-09T10:29:35,TID4968,57676,5608,172.2,172.2,585244******0347,Mastercard,Credit,509521.0,101906,988655987330,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0032,Store E,Pass,Pass,2025-07-09,UTI-9F7036B8B302,ONR-13297EF838,TymeBank,585244,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-15T21:27:35,TID4669,53681,5324,454.04,454.04,552651******6308,Mastercard,Debit,946798.0,101907,930530055685,Financial,Purchase,Chip,Yes,Swipe,DS-0032,Store F,Pass,Pass,2025-05-15,UTI-781F0EA61B56,ONR-0ECFA3A50B,Standard Bank,552651,3DS,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-31T19:45:35,TID2330,92648,3039,370.7,370.7,494296******7429,Visa,Debit,819405.0,101908,471230872810,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0032,Store A,Pass,Pass,2025-05-31,UTI-B3A03916AB66,ONR-A467EBCEC3,African Bank,494296,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-23T02:28:35,TID2052,36787,9618,632.11,632.11,563702******2962,Mastercard,Credit,780782.0,101909,798784739239,Financial,Purchase,Swipe,Yes,Keyed,DS-0032,Store E,Pass,Pass,2025-07-24,UTI-54BDBE1772EF,ONR-F028918FBA,FNB,563702,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-30T04:31:35,TID6002,18088,5710,662.8,662.8,524409******5935,Mastercard,Credit,493044.0,101910,791155834383,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store H,Pass,Pass,2025-07-02,UTI-94AFBC5EDC01,ONR-D104191733,Nedbank,524409,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-07-17T22:42:35,TID3251,89415,8538,338.31,338.31,412379******6082,Visa,Credit,725068.0,101911,115243685704,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0032,Store B,Pass,Pass,2025-07-17,UTI-66245C95AC5B,ONR-40E95F9E6B,Nedbank,412379,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-10T12:45:35,TID9951,24651,5359,913.12,0.0,674396******0623,Discover,Debit,,101912,394539960060,Financial,Purchase,Swipe,No,Ecommerce,DS-0032,Store B,Pass,Fail,,UTI-FBB22D54BB9E,ONR-A9D55AC622,FNB,674396,Offline,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-01T16:01:35,TID4198,55952,9763,454.0,454.0,337094******2896,Diners,Credit,388531.0,101913,558578435652,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store E,Pass,Pass,2025-08-03,UTI-D5BAFF347EBC,ONR-D879A28604,African Bank,337094,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-08-09T20:29:35,TID3183,36299,9557,357.9,357.9,314195******8824,Amex,Credit,736555.0,101914,501036184568,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0032,Store F,Pass,Pass,2025-08-10,UTI-0CD92FA32D92,ONR-CE86E24A7D,Nedbank,314195,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-22T11:17:35,TID4465,65992,4054,213.64,-213.64,363929******1427,Diners,Credit,121315.0,101915,391620750151,Financial,Refund,Chip,Yes,Chip+PIN,DS-0032,Store F,Pass,Fail,2025-05-22,UTI-7B7106A6A879,ONR-8C1F68A1D2,FNB,363929,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-21T23:30:35,TID1432,77433,5859,515.94,515.94,459341******3217,Visa,Debit,599588.0,101916,321023496519,Financial,Purchase,Swipe,Yes,Contactless,DS-0032,Store J,Pass,Pass,2025-06-22,UTI-27AAC351C8B2,ONR-6F0EA66064,Capitec,459341,Online,Debit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-13T07:32:35,TID5786,96610,8593,792.01,792.01,361345******6740,Amex,Credit,399358.0,101917,116333242923,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store E,Pass,Pass,2025-06-13,UTI-0285A1A9F646,ONR-889FC94A45,TymeBank,361345,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-05-26T17:19:35,TID1052,20159,7441,334.45,334.45,550987******9177,Mastercard,Credit,606532.0,101918,648973184864,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store J,Pass,Pass,2025-05-28,UTI-A6162029B0E4,ONR-58B6FD9F41,FNB,550987,Online,Credit,00 - Approved or completed successfully
M032 - Merchant Flint Furniture,2025-06-19T08:25:35,TID4639,40719,5550,724.34,724.34,493851******5492,Visa,Debit,572695.0,101919,344037121601,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0032,Store H,Fail,Pass,2025-06-20,UTI-F10B3A244779,ONR-C6CEEFDFF8,Standard Bank,493851,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-02T15:41:35,TID9210,74588,5869,850.53,850.53,355068******7912,Diners,Credit,652836.0,101920,472142806536,Financial,Purchase,Contactless,Yes,Contactless,DS-0033,Store C,Pass,Pass,2025-06-02,UTI-89AC6BD64AED,ONR-1BE0C4D1B2,TymeBank,355068,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-18T13:05:35,TID7451,48245,5519,266.75,266.75,309872******3690,Amex,Credit,673796.0,101921,828381212896,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-05-20,UTI-D32022F912AA,ONR-060ED91FE9,Standard Bank,309872,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-17T08:29:35,TID2363,90849,3700,835.12,835.12,481646******7264,Visa,Credit,371881.0,101922,314119135574,Financial,Purchase,Contactless,Yes,Ecommerce,DS-0033,Store I,Pass,Pass,2025-06-17,UTI-21E19FACE8FF,ONR-924626BF11,ABSA,481646,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-23T13:18:35,TID3621,33977,6225,387.13,387.13,464140******3116,Visa,Debit,323102.0,101923,794379355621,Financial,Purchase,Chip,Yes,Contactless,DS-0033,Store H,Pass,Pass,2025-05-25,UTI-937BECF12E6A,ONR-1D52044B38,TymeBank,464140,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-18T04:36:35,TID7216,18035,7752,680.23,680.23,413924******4470,Visa,Credit,612645.0,101924,293669698701,Financial,Purchase,Contactless,Yes,Contactless,DS-0033,Store B,Pass,Pass,2025-06-19,UTI-B2F30A406869,ONR-6B9C1CC02B,Standard Bank,413924,Offline,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-10T02:48:35,TID9955,63272,9045,136.09,136.09,590155******6483,Mastercard,Debit,493737.0,101925,129868041510,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-06-12,UTI-2D3860F2BE16,ONR-0A42C17EC4,TymeBank,590155,3DS,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-30T21:43:35,TID5702,69199,9059,143.14,143.14,525223******9496,Mastercard,Debit,811049.0,101926,741367738285,Financial,Purchase,Swipe,Yes,Contactless,DS-0033,Store B,Pass,Pass,2025-08-01,UTI-B0D76C280155,ONR-828A8957BB,Capitec,525223,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-16T05:27:35,TID8445,73831,9440,126.21,126.21,559881******8683,Mastercard,Credit,875023.0,101927,555868609065,Financial,Purchase,Swipe,Yes,Contactless,DS-0033,Store A,Pass,Pass,2025-05-17,UTI-0421C791A8A4,ONR-DC28A4A327,Capitec,559881,3DS,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-29T05:50:35,TID2098,90460,6449,685.91,685.91,404118******3899,Visa,Credit,570156.0,101928,143041088851,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0033,Store G,Pass,Pass,2025-05-30,UTI-57FD9579F1AC,ONR-D1B041C525,TymeBank,404118,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-08-04T18:23:35,TID4821,28433,5871,556.84,556.84,569769******0142,Mastercard,Credit,161165.0,101929,115782956922,Financial,Purchase,Swipe,Yes,Contactless,DS-0033,Store F,Pass,Pass,2025-08-06,UTI-26508EAB83C6,ONR-FB162182DC,African Bank,569769,Offline,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-20T20:20:35,TID6884,84438,7704,5.0,-5.0,461450******4305,Visa,Credit,729060.0,101930,669640772384,Financial,Refund,Chip,Yes,Contactless,DS-0033,Store I,Pass,Pass,2025-06-21,UTI-C60DCCDA3CE3,ONR-AAE38D138C,TymeBank,461450,3DS,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-30T12:49:35,TID9828,21240,4793,366.92,366.92,461907******3661,Visa,Credit,579125.0,101931,177785411542,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-08-01,UTI-82536A7B4B1A,ONR-D397896050,Nedbank,461907,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-03T23:39:35,TID8006,59600,7415,532.91,532.91,589105******0545,Mastercard,Credit,294857.0,101932,325345859301,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-07-03,UTI-4EC29A76F0A1,ONR-F1701C71ED,FNB,589105,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-16T21:28:35,TID5470,23096,2432,631.33,0.0,561625******5904,Mastercard,Credit,,101933,854114105537,Financial,Purchase,Chip,No,Keyed,DS-0033,Store I,Pass,Pass,,UTI-CD1C3EA63689,ONR-544550EE48,African Bank,561625,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-04T22:14:35,TID4876,26978,7286,43.42,43.42,502727******6790,Mastercard,Debit,215269.0,101934,491763873998,Financial,Purchase,Contactless,Yes,Contactless,DS-0033,Store H,Pass,Pass,2025-07-04,UTI-55D6A55E662E,ONR-691B508A5A,Standard Bank,502727,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-11T16:19:35,TID7617,85375,9923,592.48,592.48,438163******0084,Visa,Credit,207662.0,101935,264809559301,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0033,Store B,Pass,Fail,2025-07-13,UTI-C9E442D65871,ONR-16FE19A45E,Capitec,438163,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-08-04T09:04:35,TID2024,89383,2220,756.86,756.86,532339******4122,Mastercard,Debit,807784.0,101936,254770882464,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-08-06,UTI-265996FE0F3E,ONR-1ECE538A4A,Capitec,532339,Offline,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-14T06:59:35,TID6549,30447,4088,376.17,0.0,537230******0047,Mastercard,Credit,,101937,407510884038,Financial,Purchase,Ecommerce,No,Chip+PIN,DS-0033,Store F,Pass,Pass,,UTI-3486999FD6C8,ONR-EC5D30E4EC,ABSA,537230,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-12T07:05:35,TID7925,39578,9135,910.47,910.47,507976******6124,Mastercard,Credit,216016.0,101938,818730123136,Financial,Purchase,Swipe,Yes,Keyed,DS-0033,Store A,Pass,Pass,2025-06-13,UTI-58678DE83168,ONR-2ADE665C38,Capitec,507976,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-25T23:33:35,TID3394,56220,5842,378.35,378.35,697587******8076,Discover,Credit,323501.0,101939,139762149340,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0033,Store C,Pass,Pass,2025-05-26,UTI-12D50DACD6E4,ONR-10DA6A74A6,Standard Bank,697587,Offline,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-31T10:08:35,TID1004,36337,4186,262.37,262.37,512059******9770,Mastercard,Credit,715569.0,101940,539690548198,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0033,Store C,Pass,Pass,2025-08-01,UTI-CA4CF61191D3,ONR-7CB3CF43A9,FNB,512059,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-01T00:46:35,TID3629,29745,5390,419.93,419.93,523010******3216,Mastercard,Debit,225308.0,101941,582704522120,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0033,Store D,Pass,Pass,2025-06-03,UTI-6E350CED16C6,ONR-707FFC1DC3,African Bank,523010,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-13T06:39:35,TID9036,46989,5773,677.25,677.25,514167******6822,Mastercard,Debit,967223.0,101942,511335417817,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0033,Store A,Pass,Pass,2025-07-15,UTI-AB8ED3779913,ONR-C370E25137,African Bank,514167,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-05-31T14:43:35,TID5694,99571,4688,492.16,0.0,455576******4801,Visa,Credit,,101943,233012662761,Financial,Purchase,Chip,No,Contactless,DS-0033,Store F,Pass,Pass,,UTI-05B43947DB67,ONR-8929A5A5A8,FNB,455576,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-16T18:00:35,TID7528,39555,5169,773.68,773.68,522114******1638,Mastercard,Prepaid,793377.0,101944,428485062661,Financial,Purchase,Chip,Yes,Contactless,DS-0033,Store A,Pass,Pass,2025-06-18,UTI-4A3D9839FC34,ONR-ED7C11AA0C,ABSA,522114,Online,Prepaid,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-07T21:42:35,TID4113,73881,7758,855.74,0.0,450112******5962,Visa,Credit,,101945,876061177328,Financial,Purchase,Contactless,No,Contactless,DS-0033,Store F,Pass,Pass,,UTI-D44B237EA068,ONR-5DA0B48150,ABSA,450112,Online,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-08-13T15:16:35,TID3866,13524,7792,497.26,-497.26,356675******0321,Amex,Debit,952216.0,101946,202283494335,Financial,Refund,Ecommerce,Yes,Chip+PIN,DS-0033,Store I,Pass,Pass,2025-08-14,UTI-67FC4FBE6C7F,ONR-4DD2C4B4F6,African Bank,356675,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-11T06:10:35,TID7812,58015,9262,455.56,455.56,452496******2120,Visa,Credit,604457.0,101947,154992673162,Financial,Purchase,Chip,Yes,Contactless,DS-0033,Store I,Pass,Pass,2025-06-12,UTI-064E7D02E3FB,ONR-16E9AE385C,Nedbank,452496,3DS,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-27T00:13:35,TID2565,50933,5375,422.44,422.44,533317******7621,Mastercard,Credit,142281.0,101948,506251995814,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0033,Store A,Pass,Pass,2025-07-29,UTI-B812D4D8361C,ONR-647118704E,TymeBank,533317,3DS,Credit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-07-21T06:28:35,TID1168,57254,8691,425.76,425.76,663601******6978,Discover,Debit,350090.0,101949,766418518228,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0033,Store C,Fail,Pass,2025-07-21,UTI-205DF772ADA6,ONR-B82D4C1196,Nedbank,663601,Online,Debit,00 - Approved or completed successfully
M033 - Merchant Glacier Games,2025-06-21T02:37:35,TID1078,65958,3246,410.53,410.53,427354******8524,Visa,Credit,637830.0,101950,726618186390,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0033,Store H,Pass,Pass,2025-06-22,UTI-A43C474AE141,ONR-A78649CF3B,Capitec,427354,3DS,Credit,00 - Approved or completed successfully
